Total number of restaurants =  4247
1	1	1
1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
1	8	1
1	9	1
1	10	1
1	11	1
1	12	1
1	13	1
1	14	1
1	15	1
1	16	1
1	17	1
1	18	1
1	19	1
1	20	1
1	21	1
1	22	1
1	23	1
1	24	1
1	25	1
1	26	1
1	27	1
1	28	1
1	29	1
1	30	1
1	31	1
1	32	1
1	33	1
1	34	1
1	35	1
1	36	1
1	37	1
1	38	1
1	39	1
1	40	1
1	41	1
1	42	1
1	43	1
1	44	1
1	45	1
1	46	1
1	47	1
1	48	1
1	49	1
1	50	1
1	51	1
1	52	1
1	53	1
1	54	1
1	55	1
1	56	1
1	57	1
1	58	1
1	59	1
1	60	1
1	61	1
1	62	1
1	63	1
1	64	1
1	65	1
1	66	1
1	67	1
1	68	1
1	69	1
1	70	1
1	71	1
1	72	1
1	73	1
1	74	1
1	75	1
1	76	1
1	77	1
1	78	1
1	79	1
1	80	1
1	81	1
1	82	1
1	83	1
1	84	1
1	85	1
1	86	1
1	87	1
1	88	1
1	89	1
1	90	1
1	91	1
1	92	1
1	93	1
1	94	1
1	95	1
1	96	1
1	97	1
1	98	1
1	99	1
1	100	1
2	2	2
2	4	2
2	6	2
2	8	2
2	10	2
2	12	2
2	14	2
2	16	2
2	18	2
2	20	2
2	22	2
2	24	2
2	26	2
2	28	2
2	30	2
2	32	2
2	34	2
2	36	2
2	38	2
2	40	2
2	42	2
2	44	2
2	46	2
2	48	2
2	50	2
2	52	2
2	53	1
2	55	2
2	57	2
2	59	2
2	61	2
2	63	2
2	65	2
2	67	2
2	69	2
2	71	2
2	73	2
2	75	2
2	77	2
2	79	2
2	81	2
2	83	2
2	85	2
2	87	2
2	89	2
2	91	2
2	92	1
2	94	2
2	96	2
2	98	2
2	100	2
2	102	2
2	104	2
2	105	1
2	107	2
2	109	2
2	111	2
2	113	2
2	115	2
2	117	2
2	119	2
2	120	1
2	122	2
2	124	2
2	126	2
2	128	2
2	130	2
2	132	2
2	134	2
2	136	2
2	138	2
2	140	2
2	142	2
2	144	2
2	146	2
2	148	2
2	150	2
2	152	2
2	153	1
2	155	2
2	157	2
2	159	2
2	161	2
2	163	2
2	165	2
2	167	2
2	169	2
2	171	2
2	173	2
2	175	2
2	177	2
2	179	2
2	181	2
2	182	1
2	184	2
2	186	2
2	188	2
2	190	2
2	192	2
2	194	2
3	3	3
3	6	3
3	9	3
3	12	3
3	15	3
3	18	3
3	21	3
3	24	3
3	27	3
3	30	3
3	33	3
3	36	3
3	39	3
3	42	3
3	45	3
3	48	3
3	51	3
3	54	3
3	57	3
3	60	3
3	63	3
3	66	3
3	69	3
3	72	3
3	75	3
3	78	3
3	81	3
3	84	3
3	87	3
3	90	3
3	93	3
3	96	3
3	99	3
3	102	3
3	105	3
3	108	3
3	111	3
3	114	3
3	117	3
3	120	3
3	123	3
3	126	3
3	129	3
3	131	2
3	134	3
3	137	3
3	140	3
3	143	3
3	146	3
3	149	3
3	152	3
3	155	3
3	158	3
3	160	2
3	163	3
3	165	2
3	168	3
3	171	3
3	174	3
3	176	2
3	179	3
3	181	2
3	184	3
3	187	3
3	190	3
3	193	3
3	196	3
3	199	3
3	201	2
3	204	3
3	207	3
3	210	3
3	213	3
3	216	3
3	219	3
3	222	3
3	225	3
3	227	2
3	230	3
3	233	3
3	236	3
3	239	3
3	242	3
3	245	3
3	248	3
3	251	3
3	253	2
3	256	3
3	259	3
3	262	3
3	265	3
3	268	3
3	271	3
3	274	3
3	277	3
3	280	3
3	283	3
